Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,real_binaria_accuracy_score,real_binaria_example_count,real_binaria_f1_score,real_binaria_false_negatives,real_binaria_false_positives,real_binaria_precision_score,real_binaria_recall_score,real_binaria_true_negatives,real_binaria_true_positives,real_ternaria_accuracy_score,real_ternaria_example_count,real_ternaria_f1_score,real_ternaria_false_negatives,real_ternaria_false_positives,real_ternaria_precision_score,real_ternaria_recall_score,real_ternaria_true_negatives,real_ternaria_true_positives,stage,last_month
2023-11-15 18:58:16,1.5min,d591780178b2408cb92ea64841fbaf7d,kindly-colt-449,LOCAL,/home/jauriberamirez/.local/lib/python3.10/site-packages/ipykernel_launcher.py,jauriberamirez,FINISHED,,,,,,,,,,,,,,,,,,,baseline,202109
2023-11-15 18:56:35,1.6min,cbb9e44db88c4498ac35e0a20f2aae87,rogue-smelt-268,LOCAL,/home/jauriberamirez/.local/lib/python3.10/site-packages/ipykernel_launcher.py,jauriberamirez,FINISHED,,,,,,,,,,,,,,,,,,,baseline,202108
2023-11-15 18:54:40,1.8min,5ac0e9e1a3b44fefa8ec45dcef8181ae,sincere-crow-689,LOCAL,/home/jauriberamirez/.local/lib/python3.10/site-packages/ipykernel_launcher.py,jauriberamirez,FINISHED,0.8523882391518198,164682,0.13438735177865613,459,23850,0.07331856859773866,0.8043478260869565,138486,1887,0.848046538176607,164682,0.07339109827445753,278,24746,0.03850487624820298,0.780929866036249,138667,991,baseline,202107
2023-11-15 18:52:47,1.8min,6462551aebd3435985a0dd293e27917f,rare-gnu-678,LOCAL,/home/jauriberamirez/.local/lib/python3.10/site-packages/ipykernel_launcher.py,jauriberamirez,FINISHED,0.8425921420751733,164420,0.11071023605813833,369,25512,0.059396084503926555,0.8136363636363636,136928,1611,0.8388942950979199,164420,0.060573819909919495,220,26269,0.031486192530324815,0.7951582867783985,137077,854,baseline,202106
2023-11-15 18:50:52,1.8min,3d23e810b1e44b5f81034d328f5d2dca,popular-finch-855,LOCAL,/home/jauriberamirez/.local/lib/python3.10/site-packages/ipykernel_launcher.py,jauriberamirez,FINISHED,0.8411292976319606,164102,0.11422552916794075,389,25682,0.06143332236962321,0.8120772946859903,136350,1681,0.8362908434997746,164102,0.049531222359808946,202,26663,0.025581990278843694,0.7760532150776053,136537,700,baseline,202105
2023-11-15 18:48:58,1.8min,5f8bb175c477450ea36fa7e9be7deac9,auspicious-conch-718,LOCAL,/home/jauriberamirez/.local/lib/python3.10/site-packages/ipykernel_launcher.py,jauriberamirez,FINISHED,0.8383617397043456,163637,0.11532543982875108,406,26044,0.06208585422068568,0.8093896713615023,135463,1724,0.8344689770650892,163637,0.06393199018557556,244,26843,0.03331172572745607,0.7912745936698032,135625,925,baseline,202104
